5,77551864587522;-54,0085100193454;
5,62258365144598;-53,4815566910475;
5,33845568723031;-52,8228650306751;
4,90108096509626;-52,3398244797353;
4,63851699889729;-51,8348275401164;
4,31017534991423;-51,5713508759675;
3,7626292914395;-51,9226530948328;
3,21473889719255;-52,2959117023771;
2,77621219573618;-52,4715628118098;
2,4252723753215;-52,6472139212424;
2,20588790890046;-52,9106905853914;
2,27170679293461;-53,3059055816148;
2,27170679293461;-53,5474258570847;
2,35946062445926;-53,7889461325546;
2,18394762937307;-54,162204740099;
2,16200702944157;-54,4256814042479;
2,33752267769673;-54,5793761250015;
2,66655407848623;-54,2719866834944;
3,21473889719255;-54,2061175174571;
3,25858162569328;-54,0743791853826;
3,5873394426083;-54,0304664080245;
3,74071995518943;-54,1402483514199;
3,93788387908354;-54,2500302948153;
4,44152963527654;-54,447637792927;
4,79169153230691;-54,447637792927;
5,11980571854419;-54,447637792927;
5,70998006838877;-54,0743791853826;
